X,Y,OBJECTID,Agency,Pro_Name,Address,Pro_type,Pro_Desc,Pro_Cost,Phase,Ownersh,Public_,Res_Units,Res_Type,Ins_Type,Rooms_H,Park_Spc,SqFoot,Cons_Type,LEED,TOD,VV_In,Green,C_Name,C_Email,C_Web,C_Phone,L_Update,Res1_Typ,CSYear,CSSeaso,CCYear,CCSeaso,BSqFtOFF,BSqFtRET,BSqFtRES,BSqFtIND,BSqFtHOT,BSqFtINS,BSqFtPar,BSqFtOth,Picture,Per_Jobs,Tem_Jobs,created_user,created_date,last_edited_user,last_edited_date
-76.564955789509042,39.280074895336497,6798,Planning,The Porter (formerly Hanover Brewer's Hill),3607 O'Donnell Street,Residential,New Construction of luxury apartments. ,0,Completed,,,440,Rental,,0,0,0,,,,,,,,,,2017-09-21T13:15:37.000Z,Multiple Family,2010,,0,,0,0,506000,0,0,0,0,0,https://farm6.staticflickr.com/5808/23082396519_4d35b9ae78_z.jpg,,0,EGISDATA,2017-10-23T19:02:01.000Z,EGISDATA,2017-10-23T19:02:01.000Z
-76.61950591778303,39.319498718826438,6799,Planning,Miller's Court,2601 N Howard St,Mixed-Use,"Brownfield reclamation project - Redevelopment of old tin can manufacturing plant into apartments built especially for Baltimore’s teachers, using modern green building standards.
",21900000,Completed,Private,,40,Rental,,,,77000,Rehabilitation,,,,,,,,,2015-12-02T14:04:01.000Z,Multiple Family,2011,,,,34000,1000,46000,,,,,,https://farm6.staticflickr.com/5659/22823778314_8feb4cb528_b.jpg,,219,EGISDATA,2017-10-23T19:02:01.000Z,EGISDATA,2017-10-23T19:02:01.000Z
-76.599701546627045,39.269352303510203,6800,Planning,McHenry Row (Chesapeake Paperboard),1500 Woodall St,Mixed-Use,"New construction mixed-use development:  residential, office, and retail.",120000000,Completed,Private,,250,Rental,,,920,479595,New Construction,,,,,,,,,2015-12-02T14:01:17.000Z,Multiple Family,2011,,,,50000,110000,287500,,,,248400,,https://farm1.staticflickr.com/613/23369282591_2027dbae0b_z.jpg,,1200,EGISDATA,2017-10-23T19:02:01.000Z,EGISDATA,2017-10-23T19:02:01.000Z
-76.690732707557089,39.291874945568132,6801,Baltimore Housing,Uplands - Phase I Rental,Edmondson Ave & N. Athol Ave,Residential,"Multi-phase development.  Phase I consists of rental apartment buildings and is part of a $310,000,000 project",,Completed,Public-Private,City,104,Rental,N/A,0,114,217800,New Construction,N/A,Yes,Yes,No,HABC,econview@baltimorecity.gov,www.baltimorehousing.org,410-396-5590,2016-12-14T13:35:46.000Z,Multiple Family,2011,Fall,2012,Fall,0,0,119600,0,0,0,30780,0,http://s5.postimg.org/3k9627ol3/Uplands_Rental_I.jpg,4,200,EGISDATA,2017-10-23T19:02:01.000Z,EGISDATA,2017-10-23T19:02:01.000Z
-76.691600872962908,39.290631485383493,6802,Baltimore Housing,Uplands - Phase II Homeownership,Edmondson Ave & Old Frederick Road,Residential,"Phase II consists of single-family detached and duplex properties for homeownership and is part of a $310,000,000 project.",,Under Construction,Public-Private,City,178,For Sale,N/A,0,178,675180,New Construction,Silver,Yes,Yes,No,HABC,econview@baltimorecity.gov,www.baltimorehousing.org,410-396-5590,2016-12-14T13:36:06.000Z,Multiple Family,2013,Spring,2019,Spring,0,0,204700,0,0,0,48060,0, http://i0.wp.com/www.baltimorefishbowl.com/wp-content/uploads/2012/05/DSCN0581.jpg,0,200,EGISDATA,2017-10-23T19:02:01.000Z,EGISDATA,2017-10-23T19:02:01.000Z
-76.630682079035026,39.290019416689354,6803,Baltimore Housing,Vintage Gardens (Phase II of Poppleton Co-op),800 block of West Fayette Street (both sides),Residential,Rehabilitation of 86 rental units and construction of 25 new homes.,23200000,Completed,Public-Private,City,111,For Sale,N/A,0,0,0,Both,N/A,Yes,Yes,No,HABC,econview@baltimorecity.gov,www.baltimorehousing.org,410-396-5590,2015-07-02T12:57:33.000Z,Multiple Family,2011,Spring,2012,Spring,0,0,127650,0,0,0,0,0, http://www.hampstead.com/uploads/Rehab2_1.jpg,4,90,EGISDATA,2017-10-23T19:02:01.000Z,EGISDATA,2017-10-23T19:02:01.000Z
-76.631644258672083,39.290191004825509,6804,Baltimore Housing,Poppleton Co-op Phase III,858-876 West Fayette Street ,Residential,Construction of a 32 unit apartment building.  (Phase III of IV: Poppleton Co-op),7802547,Completed,Public-Private,N/A,32,Rental,N/A,0,94,15245,New Construction,N/A,Yes,Yes,No,HABC,econview@baltimorecity.gov,www.baltimorehousing.org,410-396-5590,2017-10-12T21:08:12.000Z,Multiple Family,2013,Winter,2014,Winter,0,0,36800,0,0,0,25380,0,http://bcplanning.files.wordpress.com/2013/05/popp3.jpg,2,50,EGISDATA,2017-10-23T19:02:01.000Z,EGISDATA,2017-10-23T19:02:01.000Z
-76.681107354597685,39.322938723500307,6805,Planning,Wayland Village Senior Apartments,3020 Garrison Blvd,Institutional,The project consists a four-story apartment building.  (72 one-bedroom and 17 two-bedroom units. Plus 1 unit for live in staff person.),0,Completed,Private,,90,N/A,Healthcare,0,0,0,New Construction,Certified,,,,,,,,2015-12-02T13:53:30.000Z,Multiple Family,2011,,0,,0,0,103500,0,0,0,0,0,https://farm6.staticflickr.com/5716/22823886033_25f1374ca5.jpg,,0,EGISDATA,2017-10-23T19:02:01.000Z,EGISDATA,2017-10-23T19:02:01.000Z
-76.612641470884299,39.271797189909826,6806,Planning,34 & 40-44 E. Randall Street,"1522 Marshall Street
",Residential,New Construction of previously subdivided lots,,Under Construction,Private,,5,For Sale,,,,,New Construction,,,,,,,,,2015-12-02T13:59:28.000Z,Single Family,2013,Spring,,,,,5750,,,,,,https://farm1.staticflickr.com/725/23451494025_d2c3879d1e.jpg,,,EGISDATA,2017-10-23T19:02:01.000Z,EGISDATA,2017-10-23T19:02:01.000Z
-76.561366420460686,39.343742073866316,6807,Planning,Zion Christian School,4915 Holder Avenue,Institutional,New Construction School for Grades7-9,,Planned,Private,,,N/A,Educational,,21,10200,New Construction,N/A,No,No,No,,,,,2015-12-02T13:49:18.000Z,N/A,,,,,,,,,,10200,5670,,https://farm1.staticflickr.com/305/20306846562_af01fecb52_z.jpg,,,EGISDATA,2017-10-23T19:02:01.000Z,EGISDATA,2017-10-23T19:02:01.000Z
-76.589015713424047,39.360747929798571,6808,Planning,Huber Memorial Church,5700 Loch Raven Blvd,Institutional,New Construction for a Church,,Under Construction,Private,N/A,,N/A,Religious,,415,27000,New Construction,,No,No,No,George Twigg,,"http://siteresourcesinc.com/
","410.683.3388
",2016-06-24T14:49:40.000Z,N/A,2013,,,,,,,,,27000,112050,,https://farm1.staticflickr.com/316/20289011976_e25916a7e3_b.jpg,,,EGISDATA,2017-10-23T19:02:01.000Z,EGISDATA,2017-10-23T19:02:01.000Z
-76.616159270501342,39.301482074642784,6809,Planning,"1010 North Charles Street
","1010 North Charles Street
",Mixed-Use,"Addition and new Construction 6-story mixed use retail office and residential
",,Planned,Private,,33,Rental,,,9,49146,Both,,,No,No,,,,,2015-12-02T13:58:10.000Z,Multiple Family,,,,,3000,,37950,,,,2430,,https://farm6.staticflickr.com/5652/23368707421_fe336bff1a.jpg,,,EGISDATA,2017-10-23T19:02:01.000Z,EGISDATA,2017-10-23T19:02:01.000Z
-76.610199264244315,39.350386433471833,6810,Planning,"McDonald's
",5100 York Road,Retail,"DEMOLITION OF EXISTING MCDONALD''S RESTAURANT AND CONSTRUCTION OF NEW MCDONALD''S 
",,Completed,Private,,,,,,,4150,,,,,,,,,,2015-02-26T15:58:38.000Z,,2013,,,,,4150,,,,,,,https://lh4.googleusercontent.com/AS3hoxtgO6FQfjPELM9FKKn0LLYlLRmN9n_yrpCAuA=w157-h207-p-no,,,EGISDATA,2017-10-23T19:02:01.000Z,EGISDATA,2017-10-23T19:02:01.000Z
-76.589857992397199,39.292285344827157,6811,Planning,Area A Washington Hill PUD,1 North Wolfe Street,Residential,New Construction of 210 apts at Gateway within the Washington Hill PUD,,Planned,Private,,210,Rental,,,310,278140,New Construction,,,,,,,"http://stvinc.com/
",,2015-12-02T14:04:53.000Z,Multiple Family,,,,,,,241500,,,,83700,,https://farm1.staticflickr.com/686/23369625271_24c25bb32b_b.jpg,,,EGISDATA,2017-10-23T19:02:01.000Z,EGISDATA,2017-10-23T19:02:01.000Z
-76.589878865260602,39.292884201898183,6812,Planning,Gateway at Washington Hill,101 North Wolfe Street,Residential,"Construction of 19,200 sq. ft. of retail along East Fayette Street, with retail parking accessed from North Wolfe Street. 
A total of 290 multi-family
units are proposed.  The access to the residential garage is from North Washington Street.",0,Completed,Private,,290,Rental,,0,419,242752,New Construction,,,,,,,,,2015-12-02T14:04:47.000Z,Multiple Family,0,,0,,0,19200,333500,0,0,0,113130,0,https://farm1.staticflickr.com/686/23369625271_24c25bb32b_b.jpg,,0,EGISDATA,2017-10-23T19:02:01.000Z,EGISDATA,2017-10-23T19:02:01.000Z
-76.645280228618063,39.311818181233726,6813,Baltimore Housing,Penn Square I,2632 PENNSYLVANIA AVE,Residential,New Construction of affordable family houising and playground.,15300000,Completed,Public-Private,City,79,Rental,N/A,0,0,50348,New Construction,Certified,No,Yes,No,HABC,econview@baltimorecity.gov,www.baltimorehousing.org,410-396-5590,2015-07-02T12:43:34.000Z,Multiple Family,2011,Spring,2012,Spring,0,0,90850,0,0,0,0,0,http://bcplanning.files.wordpress.com/2013/05/pennsquare.jpg,4,90,EGISDATA,2017-10-23T19:02:01.000Z,EGISDATA,2017-10-23T19:02:01.000Z
-76.618608216530376,39.333981081378866,6814,Planning,"3700 North Charles Street 
","3700 North Charles Street 
",Residential,"Apartment Building Renovation
",,Completed,Private,,108,Rental,Educational,,78,58315,Rehabilitation,,,No,,,,"http://www.cmrengineers.com/
",,2015-12-02T14:05:42.000Z,Multiple Family,,,,,,,124200,,,,21060,,https://farm1.staticflickr.com/706/23156332750_9f82faebaa_b.jpg,,,EGISDATA,2017-10-23T19:02:01.000Z,EGISDATA,2017-10-23T19:02:01.000Z
-76.61558390215724,39.31152367015973,6815,Planning,Centre Theatre,10-22 E North Avenue,Institutional,"Renovations to existing building including ground floor restaurant, and space for MICA/Jophns Hopkins University academic programs in film, gaming and writing, and collaborative work space for artists and designers.
",18000000,Completed,Public-Private,State,,,Educational,,,87000,Rehabilitation,,,No,No,Heather Martin,heather.martin@baltimorecity.gov,http://www.jubileebaltimore.org/projects/project-1,410-396-7526,2016-06-24T15:07:12.000Z,N/A,2013,,2015,Spring,,,,,,,,,https://farm4.staticflickr.com/3799/20289031806_ea3aac35f2_k.jpg,,,EGISDATA,2017-10-23T19:02:01.000Z,EGISDATA,2017-10-23T19:02:01.000Z
-76.630545093153032,39.289157664243234,6816,BDC,Maryland Proton Treatment Center,800 Block W. Baltimore Street,Institutional,Cutting edge cancer particle therapy treatment center with hotel for patients,200000000,Completed,Public-Private,State,0,N/A,N/A,138,0,0,New Construction,N/A,Yes,No,No,Jane Shaab,n/a,www.umbiopark.com,(410) 706-5036,2016-10-14T18:34:14.000Z,N/A,2012,Spring,2016,Winter,0,3000,0,0,75900,110000,0,0,http://farm8.staticflickr.com/7597/16145878253_be7a3357b1.jpg,110,46,EGISDATA,2017-10-23T19:02:01.000Z,EGISDATA,2017-10-23T19:02:01.000Z
-76.645626738604932,39.324068547128064,6817,Planning,"Zoo Restoration Project
","1876  MANSION HOUSE DR
",Public Facility,new Penguin Exhibit,1000000,Completed,Public,City,,,,,,,Rehabilitation,N/A,,,,,,,,2015-12-02T13:55:24.000Z,,,,,,,,,,,,,,https://farm1.staticflickr.com/646/23155326950_6b9a863c13_m.jpg,,10,EGISDATA,2017-10-23T19:02:01.000Z,EGISDATA,2017-10-23T19:02:01.000Z
-76.677795298182886,39.361530292112064,6818,Planning,Engine House No. 45,2700 Glen Ave,Public Facility,"Renovation of Engine House 45
",150000,Planned,Public,City,,,,,,220,Rehabilitation,,,,,,"LMM@MURPHDITTARCH.COM
",,,2016-01-21T18:15:46.000Z,,,,,,,,,,,,,,https://farm2.staticflickr.com/1554/24523529825_d4d6339fb7_z.jpg,,1.500000,EGISDATA,2017-10-23T19:02:01.000Z,EGISDATA,2017-10-23T19:02:01.000Z
-76.596586774419976,39.291136646624096,6819,Planning,1513 E Baltimore Street,1513 E Baltimore Street,Residential,"Conversion from abandoned warehouse to student-focused residential building with interior parking
",,Planned,Private,,14,,,,,,Rehabilitation,,,,,,,,,2015-12-02T14:03:15.000Z,,,,,,,,16100,,,,,,https://farm1.staticflickr.com/265/20321297781_78a8fa1f2c_k.jpg,,,EGISDATA,2017-10-23T19:02:01.000Z,EGISDATA,2017-10-23T19:02:01.000Z
-76.690453895855924,39.318377843854037,6820,Planning,Westchester Apartments,"4500 WESTCHESTER
",Residential,"New construction of a 10 DU apartment building
",,Planned,Private,,10,Rental,,,10,17000,New Construction,,No,No,No,,,,,2015-12-02T13:56:42.000Z,Multiple Family,,,,,,,11500,,,,2700,,https://farm1.staticflickr.com/736/23083153109_64120806a9_b.jpg,,,EGISDATA,2017-10-23T19:02:01.000Z,EGISDATA,2017-10-23T19:02:01.000Z
-76.648726802090195,39.253105181706005,6821,Planning,Savoy Street Townhouses,3102 Savoy Street,Residential,CONSTRUCT 3 SF SEMI-DETACHED HOMES EXISTING SF HOME TO REMAIN,295000,Planned,Private,,4,For Sale,,,,,Both,,,,,,,,,2015-12-02T13:57:49.000Z,Single Family,,,,,,,4600,,,,,,https://farm1.staticflickr.com/637/23155368600_d890f7a6ba_b.jpg,,2.950000,EGISDATA,2017-10-23T19:02:01.000Z,EGISDATA,2017-10-23T19:02:01.000Z
-76.668054727690503,39.342514324135145,6822,Baltimore Housing,Weinberg Family Center,4613 Park Heights Avenue,Residential,New Construction of affordable housing for families in recovery,5400000,Completed,Public-Private,N/A,18,Rental,N/A,0,0,23958,New Construction,N/A,No,Yes,No,HABC,econview@baltimorecity.gov,www.batimorehousing.org,410-396-5590,2015-07-01T17:38:44.000Z,Multiple Family,2013,Fall,2014,Winter,0,0,20700,0,0,0,0,0,http://s5.postimg.org/72ug15t87/Weinberg_Center.jpg,4,54,EGISDATA,2017-10-23T19:02:01.000Z,EGISDATA,2017-10-23T19:02:01.000Z
-76.696263531644874,39.357705144015874,6823,Baltimore Housing,Manor South,3617 Fords Lane,Residential,New construction of affordable housing for the elderly,16685352,Completed,Public-Private,N/A,90,Rental,N/A,0,0,8712,New Construction,N/A,No,Yes,No,HABC,econview@baltimorecity.gov,www.baltimorehousing.org,410-396-5590,2015-07-01T17:39:46.000Z,Multiple Family,2013,Fall,2014,Winter,0,0,103500,0,0,0,0,0,http://s5.postimg.org/ijj573bxz/Manor_South.jpg,5,120,EGISDATA,2017-10-23T19:02:01.000Z,EGISDATA,2017-10-23T19:02:01.000Z
-76.593969405293805,39.286364284241429,6824,Baltimore Housing,Fells Point Station,1621 Bank St,Residential,"Rehabilitation and new construction of 47 housing units; 34 of which are affordable housing units.",13421303,Completed,Public-Private,N/A,47,Rental,N/A,0,0,7405,Both,N/A,No,Yes,No,HABC,econview@baltimorecity.gov,www.baltimorehousing.org,410-396-5590,2015-07-02T12:59:11.000Z,Multiple Family,2013,Fall,2014,Summer,0,0,54050,0,0,0,0,0,http://s5.postimg.org/5xbwec7jr/Fells_Point_Station.jpg,3,90,EGISDATA,2017-10-23T19:02:01.000Z,EGISDATA,2017-10-23T19:02:01.000Z
-76.685845822822799,39.32608776319163,6825,Baltimore Housing,Ashburton,3401 Oakfield,Residential,Rehabilitation of 24 units of affordable housing,2217330,Completed,Public-Private,N/A,24,Rental,N/A,0,0,0,Rehabilitation,N/A,No,Yes,No,HABC,econview@baltimorecity.gov,www.baltimorehousing.org,410-396-5590,2015-07-27T12:48:07.000Z,Multiple Family,2013,Winter,2014,Winter,0,0,27600,0,0,0,0,0,http://s5.postimg.org/ouw45c0mv/Ashburton.jpg,2,10,EGISDATA,2017-10-23T19:02:01.000Z,EGISDATA,2017-10-23T19:02:01.000Z
-76.663690881205184,39.339150723517278,6826,Baltimore Housing,Renaissance Gardens,4309 Pimlico Rd,Residential,New construction of elderly housing,8676640,Completed,Public-Private,N/A,60,Rental,N/A,0,0,9000,New Construction,N/A,No,Yes,No,HABC,econview@baltimorecity.gov,www.baltimorehousing.org,410-396-5590,2015-07-01T17:38:20.000Z,Multiple Family,2013,Fall,2014,Fall,0,0,69000,0,0,0,0,0,http://s5.postimg.org/mh6ewhyrb/Renaissance_Gardens.png,2,10,EGISDATA,2017-10-23T19:02:01.000Z,EGISDATA,2017-10-23T19:02:01.000Z
-76.619488691845433,39.294091034951812,6827,Downtown Partnership,Downtown Cultural Arts Center,401 N. Howard Street,Institutional,"The Downtown Cultural Arts Center is a space for classes and performances exploring all forms of art, from visual arts to theater and dance to spoken word.",2300000,Completed,Private,N/A,0,N/A,N/A,0,0,13500,Rehabilitation,N/A,,,,R. Bass/L. Gaston,,http://www.dculturalartcenter.org,,2017-09-21T14:09:54.000Z,N/A,2012,,2013,Spring,0,0,0,0,0,0,0,0,https://c1.staticflickr.com/1/326/19160393913_20c49cf0b8.jpg,,23,EGISDATA,2017-10-23T19:02:01.000Z,EGISDATA,2017-10-23T19:02:01.000Z
-76.621615526879793,39.289156434882287,6828,Downtown Partnership,400 Block West Baltimore St.,"411-423 W Baltimore, 418-426 W Baltimore Sts.",Retail,"Creation of vibrant retail strip from historic, underitilized storefronts.",10000000,Completed,Private,N/A,0,N/A,N/A,0,0,0,Rehabilitation,N/A,,,,,,,,2015-07-24T13:10:36.000Z,N/A,0,,2010,,0,17360,0,0,0,0,0,0,https://c2.staticflickr.com/4/3787/19755122406_a36189d276_m.jpg,,100,EGISDATA,2017-10-23T19:02:01.000Z,EGISDATA,2017-10-23T19:02:01.000Z
-76.637952529797985,39.327212417196264,6829,Planning,Whitehall Cotton Mill PUD,3300 Clipper Mill Rd,Mixed-Use,"Mixed Use Development including office, retail and residential ",,Completed,Private,,27,Rental,N/A,,167,75163,Both,N/A,No,No,No,,,,,2016-06-24T15:07:27.000Z,Multiple Family,,,,,,,31050,,,,45090,,https://farm1.staticflickr.com/270/19692632344_527b476279_b.jpg,,,EGISDATA,2017-10-23T19:02:01.000Z,EGISDATA,2017-10-23T19:02:01.000Z
-76.692256306855867,39.357433461500342,6830,Planning,"6114-6116 PARK HEIGHTS AVENUE – SYNAGOGUE
",6114-6116 PARK HEIGHTS AVENUE,Institutional,"New Construction of Synagogue
",,Planned,Private,,,,Religious,,15,17200,New Construction,N/A,No,No,No,,"brosenfelt@cmrengineers.com
",,,2015-12-02T13:49:43.000Z,,,,,,,,,,,,4050,,https://farm6.staticflickr.com/5802/23082712789_d19af202cf_b.jpg,,,EGISDATA,2017-10-23T19:02:01.000Z,EGISDATA,2017-10-23T19:02:01.000Z
-76.609796612197428,39.313452097944413,6831,Baltimore Housing,Barclay III,1900/2000/2002 Greenmount and other scattered site,Residential,"Rehabilitation for affordable family housing and some retail is part of a $90,000,000 project.",,Under Construction,Public-Private,N/A,57,Rental,N/A,0,0,0,Rehabilitation,N/A,No,Yes,No,HABC,econview@baltimorecity.gov,www.baltimorehousing.org,410-396-5590,2016-10-14T18:09:52.000Z,Multiple Family,2016,Spring,2017,Spring,0,0,65550,0,0,0,0,0,http://s5.postimg.org/bf9naby2f/Barclay_III.png,0,120,EGISDATA,2017-10-23T19:02:01.000Z,EGISDATA,2017-10-23T19:02:01.000Z
-76.602394454949902,39.285016039625731,6832,BDC,800 Fleet Street,"801 Eastern Ave, Baltimore, MD 21202",Mixed-Use,"Proposed 24-story, 380-unit luxury apartment tower with ground floor retail on the site of the former Della Notte Restaurant in Little Italy",,Planned,Private,N/A,380,Rental,N/A,,350,,New Construction,Silver,No,No,No,BDC,info@baltimoredevelopment.com,www.baltimoredevelopment.com,410-837-9305,2017-06-13T20:30:31.000Z,Multiple Family,2017,Summer,2019,Spring,3500,6000,355000,,0,,0,,https://farm8.staticflickr.com/7344/16323077918_2027b3c0f3_m.jpg,,0,EGISDATA,2017-10-23T19:02:01.000Z,EGISDATA,2017-10-23T19:02:01.000Z
-76.587634026168516,39.303576409687217,6833,Baltimore Housing,Dayspring Square,1125 N. Patterson Park Ave,Residential,"A renovation of an historic long vacant building and the construction of a new building on a vacant lot. When completed the existing building will contain a multi purpose center, an office and program space for Dayspring programs as well as housing.",10800000,Completed,Public-Private,N/A,22,Rental,N/A,0,0,0,Both,N/A,No,No,No,HABC,econview@baltimorecity.gov,www.BaltimoreHousing.org,410-396-5590,2015-07-02T12:59:35.000Z,Multiple Family,2011,Summer,2012,Summer,0,0,25300,0,0,0,0,0,http://bcplanning.files.wordpress.com/2013/05/dayspring.jpg,0,108,EGISDATA,2017-10-23T19:02:01.000Z,EGISDATA,2017-10-23T19:02:01.000Z
-76.623590515195161,39.309285191799049,6834,Baltimore Housing,Mt. Royal Avenue,1512 Mt. Royal Avenue,Residential,New construction and historic renovation of an existing structure,1200000,Completed,Public-Private,N/A,6,Rental,N/A,0,0,2700,Rehabilitation,N/A,No,No,No,HABC,econview@baltimorecity.gov,www.BaltimoreHousing.org,410-396-5590,2015-07-02T12:48:23.000Z,Multiple Family,2012,Spring,2012,Winter,0,0,6900,0,0,0,0,0,http://s5.postimg.org/kmjvgd3jr/Mount_Royal_Page_1.jpg,1,12,EGISDATA,2017-10-23T19:02:01.000Z,EGISDATA,2017-10-23T19:02:01.000Z
-76.57291304487903,39.280288445397751,6835,Planning,"HISTORIC CANTON LIBRARY #4
","1030 S ELLWOOD AVE
",Public Facility,"Renovation of HISTORIC CANTON LIBRARY # 4
",2195936,Completed,Public,City,,,,,,,Rehabilitation,N/A,No,No,No,,,,,2016-06-24T15:07:46.000Z,,,,,,,,,,,,,,https://farm1.staticflickr.com/490/19694289163_538a4e01e2_k.jpg,,21.959360,EGISDATA,2017-10-23T19:02:01.000Z,EGISDATA,2017-10-23T19:02:01.000Z
-76.532253545389182,39.363641315693357,6836,Planning,Maryland School for the Blind Renovation,"3501 Taylor Ave
",Institutional,"The project will take place on the school’s 100 acre campus in northeast Baltimore and will involve the simultaneous construction of a two-story, 35,000 SF classroom building and two adjacent, residential buildings totaling 32,000 SF.  Work on the Autism-Blind Classroom & Cottage Buildings is set to start this fall and be completed for the beginning of the 2016 school year.",30000000,Under Construction,Public,State,,N/A,Educational,,87,66900,New Construction,,,,,,"robinc@mdschblind.org
",,,2015-12-02T13:49:02.000Z,Multiple Family,,,,,,,,,,,23490,,https://farm6.staticflickr.com/5727/23342070322_2397040177_b.jpg,,335.281460,EGISDATA,2017-10-23T19:02:01.000Z,EGISDATA,2017-10-23T19:02:01.000Z
-76.616572718085564,39.272329573796988,6837,Planning,"The Enclave of Federal Hill
","127 W Fort Ave
",Residential,13 Luxury Townhomes,,Under Construction,Private,,13,For Sale,,,,,New Construction,,,,,,"benglish@farrahandenglish.com
",,,2015-12-02T14:02:18.000Z,Single Family,2014,Summer,2015,Summer,,,14950,,,,,,https://farm6.staticflickr.com/5736/23369282821_9ed0427f1b_b.jpg,,,EGISDATA,2017-10-23T19:02:01.000Z,EGISDATA,2017-10-23T19:02:01.000Z
-76.617512782658665,39.295266873672695,6838,Planning,"Basilica Place Apts
",114 W Franklin St,Mixed-Use,"RENOVATIONS TO A 17-STORY APARTMENT BUILDING
",2700000,,Private,,,For Sale,,,16,163486,Rehabilitation,,,,,,,,,2015-12-02T14:00:14.000Z,,,,,,270,866,,,,,4320,112256,https://farm1.staticflickr.com/290/20127242840_18a037af7d_k.jpg,,27,EGISDATA,2017-10-23T19:02:01.000Z,EGISDATA,2017-10-23T19:02:01.000Z
-76.61996232792049,39.289156323669609,6839,Downtown Partnership,311 W. Baltimore Street,311 W. Baltimore Street,Residential,Small apartment building with first floor retail in historic building,6000000,Under Construction,Private,N/A,18,Rental,N/A,0,0,0,Rehabilitation,Certified,Yes,No,No,Maryland Management and Restoration,, https://www.facebook.com/MarylandManagementRestor,,2015-07-24T13:09:39.000Z,Multiple Family,2011,Winter,2015,Fall,0,2000,20700,0,0,0,0,0,https://c1.staticflickr.com/1/378/19594700009_e1e878c958_m.jpg,,60,EGISDATA,2017-10-23T19:02:01.000Z,EGISDATA,2017-10-23T19:02:01.000Z
-76.620331691882271,39.289149657960373,6840,Downtown Partnership,325 W. Baltimore Street,313-327 W. Baltimore Street,Mixed-Use,"Mixed Use tower including 80,000 Sf of office, 200 market rate apartments, and first floor retail.",75000000,Under Construction,Private,N/A,227,Rental,N/A,0,0,0,New Construction,Silver,Yes,No,No,David S. Brown Enterprises,n/a,www.davidsbrown.com,,2015-07-24T13:07:43.000Z,N/A,2015,Summer,2016,Winter,80000,8000,261050,0,0,0,0,0,https://c1.staticflickr.com/1/283/19774019902_c74d9857f6_m.jpg,unknown,750,EGISDATA,2017-10-23T19:02:01.000Z,EGISDATA,2017-10-23T19:02:01.000Z
-76.614003390773888,39.289203415425156,6841,Downtown Partnership,10 Light Street Residential Conversion Project,10 Light Street,Residential,Conversion of historic office building to high end residential with first floor retail. ,75000000,Completed,Private,N/A,420,Rental,N/A,0,0,,Rehabilitation,Silver,No,No,No,"Metropolitan Baltimore, LLC",,http://metropolitanpartnership.com/,,2016-10-14T18:34:31.000Z,Multiple Family,2013,Fall,2015,Summer,,30000,483000,,,,,,https://c1.staticflickr.com/1/297/19593288768_4a53bbb6d9_m.jpg,,750,EGISDATA,2017-10-23T19:02:01.000Z,EGISDATA,2017-10-23T19:02:01.000Z
-76.614081692863891,39.275665314949343,6842,Downtown Partnership,1201 S. Charles Street,1201 S. Charles Street ,Residential,New construction of apartments with first floor retail and parking,3500000,Completed,Private,N/A,16,Rental,N/A,,,,New Construction,Certified,No,No,No,"Glenbrook Properties, Inc.",,,,2017-10-12T21:05:45.000Z,Multiple Family,2013,Fall,2015,Summer,,1200,18400,,,,,,https://c1.staticflickr.com/1/333/19755122356_1ae97a523e_m.jpg,,35,EGISDATA,2017-10-23T19:02:01.000Z,EGISDATA,2017-10-23T19:02:01.000Z
-76.609319121754297,39.286945028662792,6843,BDC,400 E. Pratt Street Retail Addition,400 E. Pratt Street,Retail,"Building addition to the front of existing 400 E. Pratt Street building, to include retail and 2nd floor office.  City is also performing significant landscaping to the front of the building, including the removal of a skywalk that stretches across Pratt Street, demolition of the landscaped berm previously blocking sightlines to the building, and installation of significant landscaping.",,Completed,Public-Private,City,,N/A,N/A,,,,New Construction,,,,,BDC,info@baltimoredevelopment.com,baltimoredevelopment.com,4108379305,2015-12-18T14:17:19.000Z,N/A,2013,Spring,2015,Summer,24000,22000,,,,0,,46000,https://farm9.staticflickr.com/8648/15881823063_e1851865d1_m.jpg,tbd,,EGISDATA,2017-10-23T19:02:01.000Z,EGISDATA,2017-10-23T19:02:01.000Z
-76.612059373073066,39.289083382625677,6844,Downtown Partnership,Chesapeake Shakespeare Company Theater Renovations,202 E. Redwood Street,Institutional,"Conversion of former nightclub building ""Redwood Trust"" into new theatre for use by Chesapeake Shakespeare Company.
",6000000,Completed,Private,N/A,,N/A,N/A,0,,,Rehabilitation,N/A,,,,Chesapeake Shakespeare Company,,http://chesapeakeshakespeare.com/,,2017-09-21T14:23:42.000Z,N/A,2013,Spring,2014,Fall,,0,,,0,20000,,,https://c1.staticflickr.com/1/561/19594699759_7ca7d9bd55_m.jpg,,60,EGISDATA,2017-10-23T19:02:01.000Z,EGISDATA,2017-10-23T19:02:01.000Z
